id,uuid,DCP_date_current_period,OPCP_open_price_current_period,HPCP_high_price_current_period,LPCP_low_price_current_period,CPCP_close_price_current_period,ACPCP_adjusted_close_price_current_period,VTCP_volume_of_transactions_current_period
278,,2001-02-07,"1,352.26","1,352.26","1,334.26","1,340.89","1,340.89","1,158,300,000"
279,,2001-02-08,"1,341.10","1,350.32","1,332.42","1,332.53","1,332.53","1,107,200,000"
280,,2001-02-09,"1,332.53","1,332.53","1,309.98","1,314.76","1,314.76","1,075,500,000"
281,,2001-02-12,"1,314.76","1,330.96","1,313.64","1,330.31","1,330.31","1,039,100,000"
282,,2001-02-13,"1,330.31","1,336.62","1,317.51","1,318.80","1,318.80","1,075,200,000"
283,,2001-02-14,"1,318.80","1,320.73","1,304.72","1,315.92","1,315.92","1,150,300,000"
284,,2001-02-15,"1,315.92","1,331.29","1,315.92","1,326.61","1,326.61","1,153,700,000"
285,,2001-02-16,"1,326.61","1,326.61","1,293.18","1,301.53","1,301.53","1,257,200,000"
286,,2001-02-20,"1,301.53","1,307.16","1,278.44","1,278.94","1,278.94","1,112,200,000"
287,,2001-02-21,"1,278.94","1,282.97","1,253.16","1,255.27","1,255.27","1,208,500,000"
288,,2001-02-22,"1,255.27","1,259.94","1,228.33","1,252.82","1,252.82","1,365,900,000"
289,,2001-02-23,"1,252.82","1,252.82","1,215.44","1,245.86","1,245.86","1,231,300,000"
290,,2001-02-26,"1,245.86","1,267.69","1,241.71","1,267.65","1,267.65","1,130,800,000"
291,,2001-02-27,"1,267.65","1,272.76","1,252.26","1,257.94","1,257.94","1,114,100,000"
292,,2001-02-28,"1,257.94","1,263.47","1,229.65","1,239.94","1,239.94","1,225,300,000"
293,,2001-03-01,"1,239.94","1,241.36","1,214.50","1,241.23","1,241.23","1,294,900,000"
294,,2001-03-02,"1,241.23","1,251.01","1,219.74","1,234.18","1,234.18","1,294,000,000"
295,,2001-03-05,"1,234.18","1,242.55","1,234.04","1,241.41","1,241.41","929,200,000"
296,,2001-03-06,"1,241.41","1,267.42","1,241.41","1,253.80","1,253.80","1,091,800,000"
297,,2001-03-07,"1,253.80","1,263.86","1,253.80","1,261.89","1,261.89","1,132,200,000"
298,,2001-03-08,"1,261.89","1,266.50","1,257.60","1,264.74","1,264.74","1,114,100,000"
299,,2001-03-09,"1,264.74","1,264.74","1,228.42","1,233.42","1,233.42","1,085,900,000"
300,,2001-03-12,"1,233.42","1,233.42","1,176.78","1,180.16","1,180.16","1,229,000,000"
301,,2001-03-13,"1,180.16","1,197.83","1,171.50","1,197.66","1,197.66","1,360,900,000"
302,,2001-03-14,"1,197.66","1,197.66","1,155.35","1,166.71","1,166.71","1,397,400,000"
303,,2001-03-15,"1,166.71","1,182.04","1,166.71","1,173.56","1,173.56","1,259,500,000"
304,,2001-03-16,"1,173.56","1,173.56","1,148.64","1,150.53","1,150.53","1,543,560,000"
305,,2001-03-19,"1,150.53","1,173.50","1,147.18","1,170.81","1,170.81","1,126,200,000"
306,,2001-03-20,"1,170.81","1,180.56","1,142.19","1,142.62","1,142.62","1,235,900,000"
307,,2001-03-21,"1,142.62","1,149.39","1,118.74","1,122.14","1,122.14","1,346,300,000"
308,,2001-03-22,"1,122.14","1,124.27","1,081.19","1,117.58","1,117.58","1,723,950,000"
309,,2001-03-23,"1,117.58","1,141.83","1,117.58","1,139.83","1,139.83","1,364,900,000"
310,,2001-03-26,"1,139.83","1,160.02","1,139.83","1,152.69","1,152.69","1,114,000,000"
311,,2001-03-27,"1,152.69","1,183.35","1,150.96","1,182.17","1,182.17","1,314,200,000"
312,,2001-03-28,"1,182.17","1,182.17","1,147.83","1,153.29","1,153.29","1,333,400,000"
313,,2001-03-29,"1,153.29","1,161.69","1,136.26","1,147.95","1,147.95","1,234,500,000"
314,,2001-03-30,"1,147.95","1,162.80","1,143.83","1,160.33","1,160.33","1,280,800,000"
315,,2001-04-02,"1,160.33","1,169.51","1,137.51","1,145.87","1,145.87","1,254,900,000"
316,,2001-04-03,"1,145.87","1,145.87","1,100.19","1,106.46","1,106.46","1,386,100,000"
317,,2001-04-04,"1,106.46","1,117.50","1,091.99","1,103.25","1,103.25","1,425,590,000"
318,,2001-04-05,"1,103.25","1,151.47","1,103.25","1,151.44","1,151.44","1,368,000,000"
319,,2001-04-06,"1,151.44","1,151.44","1,119.29","1,128.43","1,128.43","1,266,800,000"
320,,2001-04-09,"1,128.43","1,146.13","1,126.38","1,137.59","1,137.59","1,062,800,000"
321,,2001-04-10,"1,137.59","1,173.92","1,137.59","1,168.38","1,168.38","1,349,600,000"
322,,2001-04-11,"1,168.38","1,182.24","1,160.26","1,165.89","1,165.89","1,290,300,000"
323,,2001-04-12,"1,165.89","1,183.51","1,157.73","1,183.50","1,183.50","1,102,000,000"
324,,2001-04-16,"1,183.50","1,184.64","1,167.38","1,179.68","1,179.68","913,900,000"
325,,2001-04-17,"1,179.68","1,192.25","1,168.90","1,191.81","1,191.81","1,109,600,000"
326,,2001-04-18,"1,191.81","1,248.42","1,191.81","1,238.16","1,238.16","1,918,900,000"
327,,2001-04-19,"1,238.16","1,253.71","1,233.39","1,253.69","1,253.69","1,486,800,000"
328,,2001-04-20,"1,253.70","1,253.70","1,234.41","1,242.98","1,242.98","1,338,700,000"
329,,2001-04-23,"1,242.98","1,242.98","1,217.47","1,224.36","1,224.36","1,012,600,000"
330,,2001-04-24,"1,224.36","1,233.54","1,208.89","1,209.47","1,209.47","1,216,500,000"
331,,2001-04-25,"1,209.47","1,232.36","1,207.38","1,228.75","1,228.75","1,203,600,000"
332,,2001-04-26,"1,228.75","1,248.30","1,228.75","1,234.52","1,234.52","1,345,200,000"
333,,2001-04-27,"1,234.52","1,253.07","1,234.52","1,253.05","1,253.05","1,091,300,000"
334,,2001-04-30,"1,253.05","1,269.30","1,243.99","1,249.46","1,249.46","1,266,800,000"
335,,2001-05-01,"1,249.46","1,266.47","1,243.55","1,266.44","1,266.44","1,181,300,000"
336,,2001-05-02,"1,266.44","1,272.93","1,257.70","1,267.43","1,267.43","1,342,200,000"
337,,2001-05-03,"1,267.43","1,267.43","1,239.88","1,248.58","1,248.58","1,137,900,000"
338,,2001-05-04,"1,248.58","1,267.51","1,232.00","1,266.61","1,266.61","1,082,100,000"
339,,2001-05-07,"1,266.61","1,270.00","1,259.19","1,263.51","1,263.51","949,000,000"
340,,2001-05-08,"1,266.71","1,267.01","1,253.00","1,261.20","1,261.20","1,006,300,000"
341,,2001-05-09,"1,261.20","1,261.65","1,247.83","1,255.54","1,255.54","1,132,400,000"
342,,2001-05-10,"1,255.54","1,268.14","1,254.56","1,255.18","1,255.18","1,056,700,000"
343,,2001-05-11,"1,255.18","1,259.84","1,240.79","1,245.67","1,245.67","906,200,000"
344,,2001-05-14,"1,245.67","1,249.68","1,241.02","1,248.92","1,248.92","858,200,000"
345,,2001-05-15,"1,248.92","1,257.45","1,245.36","1,249.44","1,249.44","1,071,800,000"
346,,2001-05-16,"1,249.44","1,286.39","1,243.02","1,284.99","1,284.99","1,405,300,000"
347,,2001-05-17,"1,284.99","1,296.48","1,282.65","1,288.49","1,288.49","1,355,600,000"
348,,2001-05-18,"1,288.49","1,292.06","1,281.15","1,291.96","1,291.96","1,130,800,000"
349,,2001-05-21,"1,291.96","1,312.95","1,287.87","1,312.83","1,312.83","1,174,900,000"
350,,2001-05-22,"1,312.83","1,315.93","1,306.89","1,309.38","1,309.38","1,260,400,000"
351,,2001-05-23,"1,309.38","1,309.38","1,288.70","1,289.05","1,289.05","1,134,800,000"
352,,2001-05-24,"1,289.05","1,295.04","1,281.22","1,293.17","1,293.17","1,100,700,000"
353,,2001-05-25,"1,293.17","1,293.17","1,276.42","1,277.89","1,277.89","828,100,000"
354,,2001-05-29,"1,277.89","1,278.42","1,265.41","1,267.93","1,267.93","1,026,000,000"
355,,2001-05-30,"1,267.93","1,267.93","1,245.96","1,248.08","1,248.08","1,158,600,000"
356,,2001-05-31,"1,248.08","1,261.91","1,248.07","1,255.82","1,255.82","1,226,600,000"
357,,2001-06-01,"1,255.82","1,265.34","1,246.88","1,260.67","1,260.67","1,015,000,000"
358,,2001-06-04,"1,260.67","1,267.17","1,256.36","1,267.11","1,267.11","836,500,000"
359,,2001-06-05,"1,267.11","1,286.62","1,267.11","1,283.57","1,283.57","1,116,800,000"
360,,2001-06-06,"1,283.57","1,283.85","1,269.01","1,270.03","1,270.03","1,061,900,000"
361,,2001-06-07,"1,270.03","1,277.08","1,265.08","1,276.96","1,276.96","1,089,600,000"
362,,2001-06-08,"1,276.96","1,277.11","1,259.99","1,264.96","1,264.96","726,200,000"
363,,2001-06-11,"1,264.96","1,264.96","1,249.23","1,254.39","1,254.39","870,100,000"
364,,2001-06-12,"1,254.39","1,261.00","1,235.75","1,255.85","1,255.85","1,136,500,000"
365,,2001-06-13,"1,255.85","1,259.75","1,241.59","1,241.60","1,241.60","1,063,600,000"
366,,2001-06-14,"1,241.60","1,241.60","1,218.90","1,219.87","1,219.87","1,242,900,000"
367,,2001-06-15,"1,219.87","1,221.50","1,203.03","1,214.36","1,214.36","1,635,550,000"
368,,2001-06-18,"1,214.36","1,221.23","1,208.33","1,208.43","1,208.43","1,111,600,000"
369,,2001-06-19,"1,208.43","1,226.11","1,207.71","1,212.58","1,212.58","1,184,900,000"
370,,2001-06-20,"1,212.58","1,225.61","1,210.07","1,223.14","1,223.14","1,350,100,000"
371,,2001-06-21,"1,223.14","1,240.24","1,220.25","1,237.04","1,237.04","1,546,820,000"
372,,2001-06-22,"1,237.04","1,237.73","1,221.41","1,225.35","1,225.35","1,189,200,000"
373,,2001-06-25,"1,225.35","1,231.50","1,213.60","1,218.60","1,218.60","1,050,100,000"
374,,2001-06-26,"1,218.60","1,220.70","1,204.64","1,216.76","1,216.76","1,198,900,000"
375,,2001-06-27,"1,216.76","1,219.92","1,207.29","1,211.07","1,211.07","1,162,100,000"
376,,2001-06-28,"1,211.07","1,234.44","1,211.07","1,226.20","1,226.20","1,327,300,000"
377,,2001-06-29,"1,226.20","1,237.29","1,221.14","1,224.38","1,224.38","1,832,360,000"
378,,2001-07-02,"1,224.42","1,239.78","1,224.03","1,236.72","1,236.72","1,128,300,000"
379,,2001-07-03,"1,236.71","1,236.71","1,229.43","1,234.45","1,234.45","622,110,000"
380,,2001-07-05,"1,234.45","1,234.45","1,219.15","1,219.24","1,219.24","934,900,000"
381,,2001-07-06,"1,219.24","1,219.24","1,188.74","1,190.59","1,190.59","1,056,700,000"
382,,2001-07-09,"1,190.59","1,201.76","1,189.75","1,198.78","1,198.78","1,045,700,000"
383,,2001-07-10,"1,198.78","1,203.43","1,179.93","1,181.52","1,181.52","1,263,800,000"
384,,2001-07-11,"1,181.52","1,184.93","1,168.46","1,180.18","1,180.18","1,384,100,000"
385,,2001-07-12,"1,180.18","1,210.25","1,180.18","1,208.14","1,208.14","1,394,000,000"
386,,2001-07-13,"1,208.14","1,218.54","1,203.61","1,215.68","1,215.68","1,121,700,000"
387,,2001-07-16,"1,215.68","1,219.63","1,200.05","1,202.45","1,202.45","1,039,800,000"
388,,2001-07-17,"1,202.45","1,215.36","1,196.14","1,214.44","1,214.44","1,238,100,000"
389,,2001-07-18,"1,214.44","1,214.44","1,198.33","1,207.71","1,207.71","1,316,300,000"
390,,2001-07-19,"1,207.71","1,225.04","1,205.80","1,215.02","1,215.02","1,343,500,000"
391,,2001-07-20,"1,215.02","1,215.69","1,207.04","1,210.85","1,210.85","1,170,900,000"
392,,2001-07-23,"1,210.85","1,215.22","1,190.50","1,191.03","1,191.03","986,900,000"
393,,2001-07-24,"1,191.03","1,191.03","1,165.54","1,171.65","1,171.65","1,198,700,000"
394,,2001-07-25,"1,171.65","1,190.52","1,171.28","1,190.49","1,190.49","1,280,700,000"
395,,2001-07-26,"1,190.49","1,204.18","1,182.65","1,202.93","1,202.93","1,213,900,000"
396,,2001-07-27,"1,202.93","1,209.26","1,195.99","1,205.82","1,205.82","1,015,300,000"
397,,2001-07-30,"1,205.82","1,209.05","1,200.41","1,204.52","1,204.52","909,100,000"
398,,2001-07-31,"1,204.52","1,222.74","1,204.52","1,211.23","1,211.23","1,129,200,000"
399,,2001-08-01,"1,211.23","1,223.04","1,211.23","1,215.93","1,215.93","1,340,300,000"
400,,2001-08-02,"1,215.93","1,226.27","1,215.31","1,220.75","1,220.75","1,218,300,000"
401,,2001-08-03,"1,220.75","1,220.75","1,205.31","1,214.35","1,214.35","939,900,000"
402,,2001-08-06,"1,214.35","1,214.35","1,197.35","1,200.48","1,200.48","811,700,000"
403,,2001-08-07,"1,200.47","1,207.56","1,195.64","1,204.40","1,204.40","1,012,000,000"
404,,2001-08-08,"1,204.40","1,206.79","1,181.27","1,183.53","1,183.53","1,124,600,000"
405,,2001-08-09,"1,183.53","1,184.71","1,174.68","1,183.43","1,183.43","1,104,200,000"
406,,2001-08-10,"1,183.43","1,193.33","1,169.55","1,190.16","1,190.16","960,900,000"
407,,2001-08-13,"1,190.16","1,193.82","1,185.12","1,191.29","1,191.29","837,600,000"
408,,2001-08-14,"1,191.29","1,198.79","1,184.26","1,186.73","1,186.73","964,600,000"
409,,2001-08-15,"1,186.73","1,191.21","1,177.61","1,178.02","1,178.02","1,065,600,000"
410,,2001-08-16,"1,178.02","1,181.80","1,166.08","1,181.66","1,181.66","1,055,400,000"
411,,2001-08-17,"1,181.66","1,181.66","1,156.07","1,161.97","1,161.97","974,300,000"
412,,2001-08-20,"1,161.97","1,171.41","1,160.94","1,171.41","1,171.41","897,100,000"
413,,2001-08-21,"1,171.41","1,179.85","1,156.56","1,157.26","1,157.26","1,041,600,000"
414,,2001-08-22,"1,157.26","1,168.56","1,153.34","1,165.31","1,165.31","1,110,800,000"
415,,2001-08-23,"1,165.31","1,169.86","1,160.96","1,162.09","1,162.09","986,200,000"
416,,2001-08-24,"1,162.09","1,185.15","1,162.09","1,184.93","1,184.93","1,043,600,000"
417,,2001-08-27,"1,184.93","1,186.85","1,178.07","1,179.21","1,179.21","842,600,000"
418,,2001-08-28,"1,179.21","1,179.66","1,161.17","1,161.51","1,161.51","987,100,000"
419,,2001-08-29,"1,161.51","1,166.97","1,147.38","1,148.56","1,148.56","963,700,000"
420,,2001-08-30,"1,148.60","1,151.75","1,124.87","1,129.03","1,129.03","1,157,000,000"
421,,2001-08-31,"1,129.03","1,141.83","1,126.38","1,133.58","1,133.58","920,100,000"
422,,2001-09-04,"1,133.58","1,155.40","1,129.06","1,132.94","1,132.94","1,178,300,000"
423,,2001-09-05,"1,132.94","1,135.52","1,114.86","1,131.74","1,131.74","1,384,500,000"
424,,2001-09-06,"1,131.74","1,131.74","1,105.83","1,106.40","1,106.40","1,359,700,000"
425,,2001-09-07,"1,106.40","1,106.40","1,082.12","1,085.78","1,085.78","1,424,300,000"
426,,2001-09-10,"1,085.78","1,096.94","1,073.15","1,092.54","1,092.54","1,276,600,000"
427,,2001-09-17,"1,092.54","1,092.54","1,037.46","1,038.77","1,038.77","2,330,830,000"
428,,2001-09-18,"1,038.77","1,046.42","1,029.25","1,032.74","1,032.74","1,650,410,000"
429,,2001-09-19,"1,032.74","1,038.91",984.62,"1,016.10","1,016.10","2,120,550,000"
430,,2001-09-20,"1,016.10","1,016.10",984.49,984.54,984.54,"2,004,800,000"
431,,2001-09-21,984.54,984.54,944.75,965.80,965.80,"2,317,300,000"
432,,2001-09-24,965.80,"1,008.44",965.80,"1,003.45","1,003.45","1,746,600,000"
433,,2001-09-25,"1,003.45","1,017.14",998.33,"1,012.27","1,012.27","1,613,800,000"
434,,2001-09-26,"1,012.27","1,020.29","1,002.62","1,007.04","1,007.04","1,519,100,000"
435,,2001-09-27,"1,007.04","1,018.92",998.24,"1,018.61","1,018.61","1,467,000,000"
436,,2001-09-28,"1,018.61","1,040.94","1,018.61","1,040.94","1,040.94","1,631,500,000"
437,,2001-10-01,"1,040.94","1,040.94","1,026.76","1,038.55","1,038.55","1,175,600,000"
438,,2001-10-02,"1,038.55","1,051.33","1,034.47","1,051.33","1,051.33","1,289,800,000"
439,,2001-10-03,"1,051.33","1,075.38","1,041.48","1,072.28","1,072.28","1,650,600,000"
440,,2001-10-04,"1,072.28","1,084.12","1,067.82","1,069.63","1,069.63","1,609,100,000"
441,,2001-10-05,"1,069.62","1,072.35","1,053.50","1,071.38","1,071.38","1,301,700,000"
442,,2001-10-08,"1,071.37","1,071.37","1,056.88","1,062.44","1,062.44","979,000,000"
443,,2001-10-09,"1,062.44","1,063.37","1,053.83","1,056.75","1,056.75","1,227,800,000"
444,,2001-10-10,"1,056.75","1,081.62","1,052.76","1,080.99","1,080.99","1,312,400,000"
445,,2001-10-11,"1,080.99","1,099.16","1,080.99","1,097.43","1,097.43","1,704,580,000"
446,,2001-10-12,"1,097.43","1,097.43","1,072.15","1,091.65","1,091.65","1,331,400,000"
447,,2001-10-15,"1,091.65","1,091.65","1,078.19","1,089.98","1,089.98","1,024,700,000"
448,,2001-10-16,"1,089.98","1,101.66","1,087.13","1,097.54","1,097.54","1,210,500,000"
449,,2001-10-17,"1,097.54","1,107.12","1,076.57","1,077.09","1,077.09","1,452,200,000"
450,,2001-10-18,"1,077.09","1,077.94","1,064.54","1,068.61","1,068.61","1,262,900,000"
451,,2001-10-19,"1,068.61","1,075.52","1,057.24","1,073.48","1,073.48","1,294,900,000"
452,,2001-10-22,"1,073.48","1,090.57","1,070.79","1,089.90","1,089.90","1,105,700,000"
453,,2001-10-23,"1,089.90","1,098.99","1,081.53","1,084.78","1,084.78","1,317,300,000"
454,,2001-10-24,"1,084.78","1,090.26","1,079.98","1,085.20","1,085.20","1,336,200,000"
455,,2001-10-25,"1,085.20","1,100.09","1,065.64","1,100.09","1,100.09","1,364,400,000"
456,,2001-10-26,"1,100.09","1,110.61","1,094.24","1,104.61","1,104.61","1,244,500,000"
457,,2001-10-29,"1,104.61","1,104.61","1,078.30","1,078.30","1,078.30","1,106,100,000"
458,,2001-10-30,"1,078.30","1,078.30","1,053.61","1,059.79","1,059.79","1,297,400,000"
459,,2001-10-31,"1,059.79","1,074.79","1,057.55","1,059.78","1,059.78","1,352,500,000"
460,,2001-11-01,"1,059.78","1,085.61","1,054.31","1,084.10","1,084.10","1,317,400,000"
461,,2001-11-02,"1,084.10","1,089.63","1,075.58","1,087.20","1,087.20","1,121,900,000"
462,,2001-11-05,"1,087.20","1,106.72","1,087.20","1,102.84","1,102.84","1,267,700,000"
463,,2001-11-06,"1,102.84","1,119.73","1,095.36","1,118.86","1,118.86","1,356,000,000"
464,,2001-11-07,"1,118.86","1,126.62","1,112.98","1,115.80","1,115.80","1,411,300,000"
465,,2001-11-08,"1,115.80","1,135.75","1,115.42","1,118.54","1,118.54","1,517,500,000"
466,,2001-11-09,"1,118.54","1,123.02","1,111.13","1,120.31","1,120.31","1,093,800,000"
467,,2001-11-12,"1,120.31","1,121.71","1,098.32","1,118.33","1,118.33","991,600,000"
468,,2001-11-13,"1,118.33","1,139.14","1,118.33","1,139.09","1,139.09","1,370,100,000"
469,,2001-11-14,"1,139.09","1,148.28","1,132.87","1,141.21","1,141.21","1,443,400,000"
470,,2001-11-15,"1,141.21","1,146.46","1,135.06","1,142.24","1,142.24","1,454,500,000"
471,,2001-11-16,"1,142.24","1,143.52","1,129.92","1,138.65","1,138.65","1,337,400,000"
472,,2001-11-19,"1,138.65","1,151.06","1,138.65","1,151.06","1,151.06","1,316,800,000"
473,,2001-11-20,"1,151.06","1,152.45","1,142.17","1,142.66","1,142.66","1,330,200,000"
474,,2001-11-21,"1,142.66","1,142.66","1,129.78","1,137.03","1,137.03","1,029,300,000"
475,,2001-11-23,"1,137.03","1,151.05","1,135.90","1,150.34","1,150.34","410,300,000"
476,,2001-11-26,"1,150.34","1,157.88","1,146.17","1,157.42","1,157.42","1,129,800,000"
477,,2001-11-27,"1,157.42","1,163.38","1,140.81","1,149.50","1,149.50","1,288,000,000"
478,,2001-11-28,"1,149.50","1,149.50","1,128.29","1,128.52","1,128.52","1,423,700,000"
479,,2001-11-29,"1,128.52","1,140.40","1,125.51","1,140.20","1,140.20","1,375,700,000"
480,,2001-11-30,"1,140.20","1,143.57","1,135.89","1,139.45","1,139.45","1,343,600,000"
481,,2001-12-03,"1,139.45","1,139.45","1,125.78","1,129.90","1,129.90","1,202,900,000"
482,,2001-12-04,"1,129.90","1,144.80","1,128.86","1,144.80","1,144.80","1,318,500,000"
483,,2001-12-05,"1,143.77","1,173.62","1,143.77","1,170.35","1,170.35","1,765,300,000"
484,,2001-12-06,"1,170.35","1,173.35","1,164.43","1,167.10","1,167.10","1,487,900,000"
485,,2001-12-07,"1,167.10","1,167.10","1,152.66","1,158.31","1,158.31","1,248,200,000"
486,,2001-12-10,"1,158.31","1,158.31","1,139.66","1,139.93","1,139.93","1,218,700,000"
487,,2001-12-11,"1,139.93","1,150.89","1,134.32","1,136.76","1,136.76","1,367,200,000"
488,,2001-12-12,"1,136.76","1,141.58","1,126.01","1,137.07","1,137.07","1,449,700,000"
489,,2001-12-13,"1,137.07","1,137.07","1,117.85","1,119.38","1,119.38","1,511,500,000"
490,,2001-12-14,"1,119.38","1,128.28","1,114.53","1,123.09","1,123.09","1,306,800,000"
491,,2001-12-17,"1,123.09","1,137.30","1,122.66","1,134.36","1,134.36","1,260,400,000"
492,,2001-12-18,"1,134.36","1,145.10","1,134.36","1,142.92","1,142.92","1,354,000,000"
493,,2001-12-19,"1,142.92","1,152.44","1,134.75","1,149.56","1,149.56","1,484,900,000"
494,,2001-12-20,"1,149.56","1,151.42","1,139.93","1,139.93","1,139.93","1,490,500,000"
495,,2001-12-21,"1,139.93","1,147.46","1,139.93","1,144.89","1,144.89","1,694,000,000"
496,,2001-12-24,"1,144.89","1,147.83","1,144.62","1,144.65","1,144.65","439,670,000"
497,,2001-12-26,"1,144.65","1,159.18","1,144.65","1,149.37","1,149.37","791,100,000"
498,,2001-12-27,"1,149.37","1,157.13","1,149.37","1,157.13","1,157.13","876,300,000"
499,,2001-12-28,"1,157.13","1,164.64","1,157.13","1,161.02","1,161.02","917,400,000"
500,,2001-12-31,"1,161.02","1,161.16","1,148.04","1,148.08","1,148.08","943,600,000"
501,,2002-01-02,"1,148.08","1,154.67","1,136.23","1,154.67","1,154.67","1,171,000,000"
502,,2002-01-03,"1,154.67","1,165.27","1,154.01","1,165.27","1,165.27","1,398,900,000"
503,,2002-01-04,"1,165.27","1,176.55","1,163.42","1,172.51","1,172.51","1,513,000,000"
504,,2002-01-07,"1,172.51","1,176.97","1,163.55","1,164.89","1,164.89","1,308,300,000"
505,,2002-01-08,"1,164.89","1,167.60","1,157.46","1,160.71","1,160.71","1,258,800,000"
506,,2002-01-09,"1,160.71","1,174.26","1,151.89","1,155.14","1,155.14","1,452,000,000"
507,,2002-01-10,"1,155.14","1,159.93","1,150.85","1,156.55","1,156.55","1,299,000,000"
508,,2002-01-11,"1,156.55","1,159.41","1,145.45","1,145.60","1,145.60","1,211,900,000"
509,,2002-01-14,"1,145.60","1,145.60","1,138.15","1,138.41","1,138.41","1,286,400,000"
510,,2002-01-15,"1,138.41","1,148.81","1,136.88","1,146.19","1,146.19","1,386,900,000"
511,,2002-01-16,"1,146.19","1,146.19","1,127.49","1,127.57","1,127.57","1,482,500,000"
512,,2002-01-17,"1,127.57","1,139.27","1,127.57","1,138.88","1,138.88","1,380,100,000"
513,,2002-01-18,"1,138.88","1,138.88","1,124.45","1,127.58","1,127.58","1,333,300,000"
514,,2002-01-22,"1,127.58","1,135.26","1,117.91","1,119.31","1,119.31","1,311,600,000"
